time,speed,Voltage_V,Current_A,Power_W,wattHour_Wh,loadVoltage_V,current_A,power_W,avgMotorCurrent
00:08:26,26.10,25.60,3.70,94.72,10.45,25.37,3.85,97.52,3.90
00:08:26,26.05,25.60,3.59,91.90,10.48,25.40,3.62,91.84,3.78
00:08:27,26.11,25.60,3.58,91.65,10.50,25.40,3.62,92.00,3.77
00:08:28,26.23,25.60,3.54,90.62,10.53,25.38,3.75,95.17,3.73
00:08:29,26.16,25.60,3.56,91.14,10.55,25.45,3.39,86.15,3.75
00:08:30,26.07,25.60,3.54,90.62,10.58,25.43,3.46,88.00,3.73
00:08:31,26.17,25.60,3.57,91.39,10.60,25.38,3.67,93.20,3.76
00:08:32,26.21,25.60,3.63,92.93,10.63,25.36,3.77,95.64,3.83
00:08:33,26.01,25.60,3.55,90.88,10.65,25.46,3.29,83.83,3.74
00:08:34,25.99,25.60,3.59,91.90,10.68,25.43,3.43,87.25,3.78
00:08:35,18.90,25.60,0.08,2.05,10.68,26.10,0.04,1.11,0.11
00:08:36,11.44,25.60,0.05,1.28,10.68,26.11,0.04,1.07,0.11
00:08:37,4.96,25.60,0.02,0.51,10.68,26.13,0.03,0.81,0.11
00:08:38,0.44,25.60,0.00,0.00,10.68,26.14,0.03,0.96,0.07
00:08:39,0.03,25.60,0.00,0.00,10.68,26.14,0.04,1.05,0.09
00:08:40,0.01,25.60,0.00,0.00,10.68,26.15,0.02,0.69,0.09
00:08:41,0.01,25.60,0.00,0.00,10.68,26.16,0.03,0.84,0.09
00:08:42,0.01,25.60,0.00,0.00,10.68,26.17,0.02,0.67,0.09
00:08:43,0.01,25.60,0.00,0.00,10.68,26.17,0.03,0.81,0.09
00:08:44,0.00,25.60,0.00,0.00,10.68,26.18,0.02,0.56,0.09
00:08:45,0.00,25.60,0.00,0.00,10.68,26.19,0.04,1.05,0.09
00:08:46,0.00,25.60,0.00,0.00,10.68,26.19,0.03,0.95,0.09
00:08:47,0.00,25.60,0.00,0.00,10.68,26.20,0.04,1.05,0.09
00:08:48,0.00,25.60,0.00,0.00,10.68,26.20,0.03,0.66,0.09
00:08:49,0.00,25.60,0.00,0.00,10.68,26.21,0.03,0.90,0.09
00:08:50,0.00,25.60,0.00,0.00,10.68,26.21,0.03,0.89,0.10
00:08:51,21.22,25.50,4.48,114.24,10.71,25.36,4.42,112.12,5.59
00:08:52,21.52,25.50,4.48,114.24,10.74,25.35,4.40,111.45,5.52
00:08:53,21.80,25.60,4.48,114.69,10.77,25.34,4.32,109.44,5.44
00:08:54,21.96,25.50,4.49,114.49,10.80,25.33,4.35,110.18,5.41
00:08:55,22.29,25.50,4.49,114.49,10.83,25.32,4.29,108.63,5.35
00:08:56,22.69,25.60,4.50,115.20,10.86,25.33,4.34,109.99,5.31
00:08:57,22.97,25.60,4.51,115.46,10.89,25.32,4.35,110.06,5.26
00:08:58,23.01,25.50,4.51,115.01,10.93,25.30,4.25,107.45,5.22
00:08:59,23.51,25.50,4.52,115.26,10.96,25.31,4.34,109.80,5.17
00:09:00,23.67,25.60,4.53,115.97,10.99,25.30,4.31,108.92,5.12
00:09:01,24.05,25.60,4.53,115.97,11.02,25.28,4.30,108.57,5.08
00:09:02,24.50,25.60,4.54,116.22,11.05,25.28,4.35,109.91,5.02
00:09:03,24.56,25.60,4.54,116.22,11.08,25.28,4.34,109.66,5.00
00:09:04,24.62,25.60,4.53,115.97,11.12,25.24,4.46,112.46,4.95
00:09:05,24.87,25.60,4.54,116.22,11.15,25.23,4.50,113.59,4.92
00:09:06,25.23,25.60,4.54,116.22,11.18,25.22,4.52,113.88,4.87
00:09:07,25.20,25.60,4.48,114.69,11.21,25.22,4.48,112.88,4.78
00:09:08,25.45,25.60,4.39,112.38,11.24,25.22,4.44,111.85,4.66
00:09:09,25.74,25.60,4.18,107.01,11.27,25.28,4.14,104.66,4.42
00:09:10,25.64,25.60,4.03,103.17,11.30,25.34,3.80,96.36,4.26
00:09:10,25.92,25.60,3.96,101.38,11.33,25.28,4.11,103.87,4.18
00:09:11,26.11,25.60,3.81,97.54,11.35,25.34,3.81,96.41,4.01
00:09:12,25.99,25.60,3.69,94.46,11.38,25.37,3.58,90.85,3.89
00:09:13,26.18,25.60,3.63,92.93,11.41,25.35,3.70,93.81,3.82
00:09:14,26.15,25.60,3.64,93.18,11.43,25.31,3.83,96.98,3.84
00:09:15,26.19,25.60,3.60,92.16,11.46,25.37,3.56,90.24,3.80
00:09:16,26.00,25.60,3.72,95.23,11.48,25.38,3.51,89.04,3.92
00:09:17,26.09,25.60,3.71,94.98,11.51,25.29,4.01,101.30,3.91
00:09:18,26.11,25.60,3.63,92.93,11.53,25.34,3.69,93.58,3.83
00:09:19,26.15,25.60,3.54,90.62,11.56,25.37,3.48,88.29,3.73
00:09:20,26.25,25.60,3.41,87.30,11.58,25.35,3.61,91.58,3.59
00:09:21,26.26,25.60,3.51,89.86,11.61,25.31,3.87,97.98,3.69
00:09:22,26.33,25.60,3.44,88.06,11.63,25.34,3.68,93.23,3.63
00:09:23,26.26,25.60,3.43,87.81,11.65,25.34,3.65,92.53,3.62
00:09:24,26.29,25.60,3.37,86.27,11.68,25.38,3.41,86.55,3.55
00:09:25,26.11,25.60,3.38,86.53,11.70,25.37,3.51,89.07,3.56
00:09:26,23.77,25.60,1.65,42.24,11.72,26.04,0.02,0.67,1.75
00:09:27,15.43,25.60,0.06,1.54,11.72,26.06,0.03,0.87,0.11
00:09:28,8.47,25.60,0.03,0.77,11.72,26.07,0.03,0.84,0.12
00:09:29,2.37,25.60,0.01,0.26,11.72,26.08,0.03,0.90,0.11
00:09:30,0.08,25.60,0.00,0.00,11.72,26.09,0.04,1.02,0.02
00:09:31,0.02,25.60,0.00,0.00,11.72,26.10,0.02,0.64,0.02
00:09:32,0.01,25.60,0.00,0.00,11.72,26.11,0.04,1.07,0.02
00:09:33,0.01,25.60,0.00,0.00,11.72,26.11,0.04,1.05,0.02
00:09:34,0.01,25.60,0.00,0.00,11.72,26.12,0.02,0.60,0.02
00:09:35,0.00,25.60,0.00,0.00,11.72,26.13,0.02,0.55,0.02
00:09:36,0.00,25.60,0.00,0.00,11.72,26.13,0.03,0.90,0.02
00:09:37,0.00,25.60,0.00,0.00,11.72,26.14,0.03,0.93,0.02
00:09:38,0.00,25.60,0.00,0.00,11.72,26.14,0.03,0.82,0.02
00:09:39,0.00,25.50,0.00,0.00,11.72,26.15,0.04,0.96,0.02
00:09:40,0.00,25.60,0.00,0.00,11.72,26.15,0.03,0.79,0.02
00:09:41,0.00,25.60,0.00,0.00,11.72,26.16,0.04,0.99,0.02
00:09:42,0.00,25.60,0.00,0.00,11.72,26.17,0.02,0.53,0.02
00:09:43,20.26,25.60,1.80,46.08,11.73,25.32,4.45,112.66,2.84
00:09:44,20.89,25.60,4.48,114.69,11.76,25.29,4.39,111.08,5.66
00:09:45,21.13,25.60,4.48,114.69,11.79,25.28,4.36,110.21,5.60
00:09:46,21.46,25.60,4.49,114.94,11.82,25.28,4.36,110.31,5.53
00:09:47,21.73,25.50,4.49,114.49,11.85,25.27,4.41,111.43,5.48
00:09:48,22.08,25.60,4.49,114.94,11.88,25.26,4.37,109.85,5.43
00:09:49,22.59,25.60,4.50,115.20,11.91,25.26,4.35,109.82,5.36
00:09:50,22.53,25.60,4.51,115.46,11.95,25.28,4.34,109.71,5.32
00:09:51,22.80,25.50,4.50,114.75,11.98,25.25,4.29,108.28,5.28
00:09:52,23.13,25.60,4.51,115.46,12.01,25.24,4.28,108.12,5.24
00:09:53,23.22,25.60,4.51,115.46,12.04,25.24,4.25,107.30,5.18
00:09:54,23.44,25.50,4.52,115.26,12.07,25.24,4.35,109.66,5.16
00:09:55,23.79,25.60,4.53,115.97,12.10,25.23,4.29,108.14,5.12
00:09:55,23.96,25.60,4.52,115.71,12.14,25.23,4.26,107.35,5.09
00:09:56,24.02,25.60,4.53,115.97,12.17,25.21,4.40,110.98,5.04
00:09:57,24.46,25.60,4.54,116.22,12.20,25.20,4.34,109.27,5.01
00:09:58,24.66,25.50,4.54,115.77,12.23,25.20,4.37,110.08,4.97
00:09:59,24.83,25.60,4.54,116.22,12.26,25.18,4.41,111.11,4.93
00:10:00,25.12,25.60,4.53,115.97,12.29,25.16,4.48,112.63,4.88
00:10:01,25.33,25.60,4.50,115.20,12.33,25.16,4.51,113.51,4.80
00:10:02,25.54,25.60,4.32,110.59,12.36,25.17,4.45,111.95,4.57
00:10:03,25.53,25.60,4.26,109.06,12.39,25.20,4.25,107.06,4.50
00:10:04,25.93,25.60,4.10,104.96,12.42,25.21,4.17,105.10,4.33
00:10:05,25.90,25.60,3.92,100.35,12.44,25.28,3.98,100.37,4.14
00:10:06,25.91,25.60,3.84,98.30,12.47,25.27,3.78,95.61,4.05
00:10:07,26.02,25.60,3.71,94.98,12.50,25.26,3.84,96.95,3.91
00:10:08,26.25,25.60,3.52,90.11,12.52,25.35,3.37,85.54,3.71
00:10:09,26.39,25.60,3.32,84.99,12.54,25.37,3.29,83.40,3.50
00:10:10,26.33,25.60,3.20,81.92,12.57,25.38,3.22,81.73,3.37
00:10:11,26.54,25.60,3.13,80.13,12.59,25.35,3.41,86.47,3.30
00:10:12,26.66,25.60,3.04,77.82,12.61,25.34,3.47,87.83,3.20
00:10:13,26.54,25.60,3.01,77.06,12.63,25.37,3.33,84.49,3.17
00:10:14,26.42,25.60,3.03,77.57,12.65,25.42,3.01,76.57,3.19
00:10:15,26.39,25.60,3.03,77.57,12.67,25.45,2.85,72.54,3.19
00:10:16,21.17,25.60,0.09,2.30,12.68,26.01,0.03,0.75,0.11
00:10:17,13.39,25.60,0.05,1.28,12.68,26.02,0.03,0.82,0.11
00:10:18,6.79,25.60,0.03,0.77,12.68,26.03,0.04,1.04,0.12
00:10:19,1.39,25.60,0.00,0.00,12.68,26.04,0.03,0.84,0.10
00:10:20,0.04,25.60,0.00,0.00,12.68,26.05,0.04,1.05,0.07
00:10:21,0.02,25.60,0.00,0.00,12.68,26.06,0.03,0.89,0.06
00:10:22,0.01,25.60,0.00,0.00,12.68,26.07,0.03,0.89,0.07
00:10:23,0.01,25.60,0.00,0.00,12.68,26.07,0.02,0.47,0.07
00:10:24,0.01,25.60,0.00,0.00,12.68,26.08,0.03,0.81,0.07
00:10:25,0.00,25.60,0.00,0.00,12.68,26.09,0.04,1.14,0.07
00:10:26,0.00,25.60,0.00,0.00,12.68,26.09,0.03,0.84,0.07
00:10:27,0.00,25.60,0.00,0.00,12.68,26.10,0.04,1.07,0.07
00:10:28,0.00,25.60,0.00,0.00,12.68,26.10,0.03,0.76,0.07
00:10:29,0.00,25.60,0.00,0.00,12.68,26.11,0.02,0.64,0.07
00:10:30,0.00,25.60,0.00,0.00,12.68,26.12,0.04,1.05,0.07
00:10:31,0.00,25.60,0.00,0.00,12.68,26.12,0.03,0.67,0.07
00:10:32,21.77,25.60,4.49,114.94,12.71,25.28,4.37,110.38,5.46
00:10:33,21.90,25.60,4.49,114.94,12.74,25.26,4.34,109.59,5.41
00:10:34,22.19,25.60,4.50,115.20,12.77,25.26,4.32,108.99,5.38
00:10:35,22.26,25.60,4.50,115.20,12.80,25.24,4.33,109.16,5.34
00:10:36,22.66,25.60,4.50,115.20,12.83,25.23,4.28,108.05,5.30
00:10:37,22.98,25.50,4.51,115.01,12.86,25.24,4.35,109.83,5.27
00:10:38,22.78,25.50,4.51,115.01,12.88,25.22,4.27,107.56,5.25
00:10:38,23.22,25.60,4.52,115.71,12.93,25.21,4.22,106.32,5.22
00:10:39,23.51,25.60,4.52,115.71,12.96,25.22,4.39,110.64,5.17
00:10:40,23.60,25.60,4.53,115.97,12.99,25.19,4.24,106.70,5.15
00:10:41,23.77,25.60,4.53,115.97,13.02,25.21,4.34,109.39,5.11
00:10:42,24.19,25.60,4.53,115.97,13.05,25.20,4.31,108.55,5.07
00:10:43,24.39,25.60,4.54,116.22,13.09,25.18,4.27,107.45,5.05
00:10:44,24.49,25.50,4.54,115.77,13.12,25.16,4.36,109.74,4.99
00:10:45,24.48,25.60,4.53,115.97,13.15,25.14,4.50,113.20,4.94
00:10:46,25.00,25.50,4.55,116.03,13.18,25.13,4.52,113.48,4.90
00:10:47,25.11,25.60,4.52,115.71,13.21,25.12,4.53,113.80,4.85
00:10:48,25.28,25.60,4.46,114.18,13.24,25.11,4.52,113.45,4.74
00:10:49,25.52,25.60,4.23,108.29,13.27,25.22,3.93,99.08,4.47
00:10:50,25.78,25.60,4.01,102.66,13.30,25.18,4.11,103.38,4.23
00:10:51,26.21,25.60,3.64,93.18,13.33,25.25,3.76,94.94,3.84
00:10:52,26.28,25.60,3.34,85.50,13.35,25.34,3.29,83.30,3.52
00:10:53,26.41,25.60,3.25,83.20,13.37,25.33,3.32,84.05,3.42
00:10:54,26.40,25.60,3.21,82.18,13.40,25.31,3.42,86.55,3.38
00:10:55,26.40,25.60,3.16,80.90,13.42,25.31,3.47,87.69,3.33
00:10:56,26.56,25.60,3.02,77.31,13.44,25.41,2.90,73.70,3.18
00:10:57,26.61,25.60,2.95,75.52,13.46,25.40,2.97,75.36,3.11
00:10:58,26.47,25.60,2.98,76.29,13.48,25.42,2.90,73.61,3.13
00:10:59,26.41,25.60,2.96,75.78,13.50,25.37,3.18,80.73,3.12
00:11:00,22.41,25.60,0.34,8.70,13.51,25.97,0.04,1.07,0.38
00:11:01,14.28,25.60,0.06,1.54,13.51,25.99,0.04,0.98,0.12
00:11:02,7.35,25.60,0.03,0.77,13.51,26.00,0.04,1.13,0.12
00:11:03,1.49,25.60,0.00,0.00,13.51,26.01,0.03,0.73,0.10
00:11:04,0.06,25.60,0.00,0.00,13.51,26.02,0.02,0.58,0.07
00:11:05,0.01,25.60,0.00,0.00,13.51,26.02,0.02,0.47,0.06
00:11:06,-0.06,25.60,0.00,0.00,13.51,26.03,0.02,0.44,0.07
00:11:07,-0.05,25.60,0.00,0.00,13.51,26.04,0.02,0.60,0.06
00:11:08,-0.09,25.60,0.00,0.00,13.51,26.05,0.03,0.89,0.06
00:11:09,-0.07,25.60,0.00,0.00,13.51,26.05,0.03,0.82,0.06
00:11:10,-0.13,25.60,0.00,0.00,13.51,26.06,0.03,0.76,0.06
00:11:11,-0.02,25.50,0.00,0.00,13.51,26.07,0.05,1.33,0.04
00:11:12,-0.00,25.60,0.00,0.00,13.51,26.07,0.03,0.90,0.05
00:11:13,0.11,25.60,0.00,0.00,13.51,26.08,0.03,0.90,0.03
00:11:14,0.08,25.60,0.00,0.00,13.51,26.08,0.04,0.99,0.05
00:11:15,0.04,25.60,0.00,0.00,13.51,26.09,0.05,1.34,0.02
00:11:16,0.11,25.60,0.00,0.00,13.51,26.09,0.04,1.11,0.05
00:11:17,18.84,25.60,0.59,15.10,13.52,25.48,3.55,90.35,1.36
00:11:18,21.16,25.50,4.49,114.49,13.55,25.24,4.40,111.02,5.56
00:11:19,21.51,25.60,4.49,114.94,13.58,25.22,4.42,111.42,5.53
00:11:20,21.92,25.60,4.48,114.69,13.61,25.22,4.38,110.32,5.47
00:11:21,21.88,25.60,4.49,114.94,13.64,25.20,4.34,109.45,5.44
00:11:22,22.31,25.60,4.49,114.94,13.67,25.20,4.34,109.27,5.38
00:11:22,22.40,25.50,4.50,114.75,13.70,25.19,4.32,108.90,5.37
00:11:23,22.29,25.60,4.50,115.20,13.74,25.18,4.31,108.47,5.34
00:11:24,22.58,25.60,4.50,115.20,13.77,25.17,4.30,108.20,5.32
00:11:25,22.56,25.50,4.51,115.01,13.80,25.17,4.36,109.83,5.31
00:11:26,22.74,25.60,4.50,115.20,13.83,25.17,4.35,109.56,5.27
00:11:27,22.91,25.60,4.51,115.46,13.86,25.15,4.28,107.74,5.23
00:11:28,23.27,25.50,4.52,115.26,13.88,25.17,4.36,109.74,5.23
00:11:29,23.56,25.60,4.52,115.71,13.92,25.17,4.35,109.36,5.18
00:11:30,23.57,25.60,4.53,115.97,13.96,25.15,4.25,106.78,5.15
00:11:31,23.68,25.60,4.53,115.97,13.99,25.14,4.31,108.22,5.12
00:11:32,23.95,25.60,4.53,115.97,14.02,25.14,4.25,106.78,5.08
00:11:33,24.16,25.60,4.53,115.97,14.05,25.12,4.36,109.54,5.05
00:11:34,24.11,25.60,4.53,115.97,14.08,25.12,4.43,111.19,5.03
00:11:35,24.67,25.60,4.54,116.22,14.11,25.11,4.31,108.08,5.01
00:11:36,24.56,25.60,4.54,116.22,14.15,25.10,4.32,108.32,4.99
00:11:37,24.71,25.60,4.53,115.97,14.18,25.08,4.44,111.22,4.95
00:11:38,24.71,25.50,4.54,115.77,14.21,25.08,4.44,111.37,4.93
00:11:39,24.99,25.60,4.55,116.48,14.24,25.07,4.48,112.34,4.91
00:11:40,25.03,25.60,4.52,115.71,14.27,25.06,4.49,112.53,4.85
00:11:41,25.37,25.60,4.53,115.97,14.30,25.05,4.52,113.10,4.85
00:11:42,25.38,25.60,4.46,114.18,14.34,25.07,4.42,110.82,4.74
00:11:43,25.51,25.60,4.34,111.10,14.37,25.10,4.20,105.44,4.59
00:11:44,25.79,25.60,4.26,109.06,14.40,25.05,4.49,112.52,4.51
00:11:45,25.88,25.60,3.98,101.89,14.43,25.15,3.92,98.48,4.20
00:11:46,25.80,25.60,3.94,100.86,14.45,25.17,3.85,96.80,4.16
00:11:47,26.19,25.60,3.80,97.28,14.48,25.11,4.15,104.26,4.01
00:11:48,26.00,25.60,3.71,94.98,14.51,25.20,3.62,91.31,3.91
00:11:49,26.02,25.60,3.47,88.83,14.53,25.27,3.29,83.01,3.66
00:11:50,26.41,25.60,3.31,84.74,14.55,25.23,3.52,88.90,3.48
00:11:51,26.48,25.60,3.21,82.18,14.58,25.24,3.43,86.62,3.38
00:11:52,26.51,25.60,3.09,79.10,14.60,25.27,3.32,83.91,3.26
00:11:53,26.58,25.60,3.06,78.34,14.62,25.33,2.96,74.97,3.22
00:11:54,26.49,25.60,2.98,76.29,14.64,25.34,2.92,74.08,3.14
00:11:55,25.97,26.10,2.89,75.43,14.66,25.41,2.60,65.95,3.04
00:11:56,17.42,25.60,0.07,1.79,14.66,25.91,0.03,0.73,0.11
00:11:57,10.20,25.60,0.04,1.02,14.66,25.92,0.03,0.92,0.12
00:11:58,3.63,25.60,0.01,0.26,14.66,25.93,0.03,0.76,0.11
00:11:59,0.08,25.60,0.00,0.00,14.66,25.95,0.05,1.28,0.03
00:12:00,0.02,25.60,0.00,0.00,14.66,25.95,0.01,0.34,0.02
00:12:01,0.01,25.60,0.00,0.00,14.66,25.96,0.02,0.53,0.02
00:12:02,0.01,25.60,0.00,0.00,14.66,25.97,0.05,1.30,0.02
00:12:03,0.01,25.60,0.00,0.00,14.66,25.97,0.01,0.35,0.02
00:12:04,0.00,25.60,0.00,0.00,14.66,25.98,0.01,0.21,0.02
00:12:05,0.00,25.60,0.00,0.00,14.66,25.99,0.06,1.53,0.02
00:12:06,0.00,25.60,0.00,0.00,14.66,25.99,0.02,0.52,0.02
00:12:07,0.00,25.60,0.00,0.00,14.66,26.00,0.03,0.89,0.02
00:12:08,0.00,25.60,0.00,0.00,14.66,26.01,0.06,1.57,0.02
00:12:09,0.00,25.60,0.00,0.00,14.66,26.01,0.05,1.19,0.02
00:12:09,0.00,25.60,0.00,0.00,14.66,26.01,0.02,0.50,0.04
00:12:10,23.14,25.50,4.52,115.26,14.69,25.19,4.25,107.09,5.23
00:12:11,23.45,25.60,4.52,115.71,14.72,25.18,4.32,108.67,5.18
00:12:12,23.58,25.60,4.53,115.97,14.75,25.15,4.24,106.64,5.14
00:12:13,24.01,25.60,4.53,115.97,14.78,25.15,4.29,107.76,5.10
00:12:14,23.99,25.60,4.54,116.22,14.82,25.14,4.33,108.78,5.05
00:12:15,24.13,25.60,4.54,116.22,14.85,25.10,4.42,110.93,5.01
00:12:16,24.54,25.60,4.54,116.22,14.88,25.11,4.41,110.76,4.99
00:12:17,24.67,25.60,4.54,116.22,14.91,25.10,4.36,109.39,4.98
00:12:18,24.63,25.60,4.54,116.22,14.94,25.08,4.46,111.88,4.93
00:12:19,24.97,25.60,4.54,116.22,14.98,25.05,4.59,115.02,4.90
00:12:20,25.15,25.60,4.52,115.71,15.01,25.05,4.54,113.74,4.84
00:12:21,25.36,25.60,4.43,113.41,15.04,25.04,4.56,114.04,4.71
00:12:22,25.39,25.60,4.36,111.62,15.07,25.05,4.44,111.21,4.62
00:12:23,25.81,25.60,4.19,107.26,15.10,25.06,4.36,109.33,4.43
00:12:24,25.69,25.50,3.99,101.75,15.13,25.16,3.80,95.70,4.21
00:12:25,25.99,25.60,3.87,99.07,15.15,25.11,4.14,103.93,4.08
00:12:26,26.04,25.60,3.78,96.77,15.18,25.13,3.98,99.95,3.99
00:12:27,25.99,25.60,3.66,93.70,15.21,25.18,3.68,92.62,3.86
00:12:28,26.03,25.60,3.72,95.23,15.23,25.16,3.83,96.30,3.92
00:12:29,26.22,25.60,3.68,94.21,15.26,25.11,3.99,100.23,3.87
00:12:30,26.18,25.60,3.63,92.93,15.28,25.14,3.89,97.79,3.83
00:12:31,25.99,25.60,3.57,91.39,15.31,25.19,3.60,90.58,3.76
00:12:32,25.98,25.60,3.64,93.18,15.33,25.14,3.85,96.85,3.84
00:12:33,25.93,25.60,3.78,96.77,15.36,25.12,3.94,99.01,3.98
00:12:34,26.01,25.60,3.74,95.74,15.39,25.19,3.56,89.58,3.94
00:12:35,26.07,25.60,3.61,92.42,15.41,25.17,3.64,91.54,3.81
00:12:36,26.16,25.60,3.53,90.37,15.44,25.15,3.74,93.93,3.72
00:12:37,26.21,25.60,3.42,87.55,15.46,25.18,3.57,89.87,3.60
00:12:38,26.12,25.60,3.37,86.27,15.48,25.22,3.35,84.46,3.55
00:12:39,26.02,25.60,3.39,86.78,15.51,25.21,3.43,86.49,3.57
00:12:40,26.35,25.60,3.38,86.53,15.53,25.16,3.64,91.67,3.56
00:12:41,18.35,25.60,0.07,1.79,15.53,25.87,0.02,0.43,0.11
00:12:42,10.77,25.60,0.04,1.02,15.53,25.89,0.03,0.89,0.11
00:12:43,4.28,25.60,0.02,0.51,15.53,25.90,0.04,0.98,0.11
00:12:44,0.10,25.60,0.00,0.00,15.53,25.90,0.03,0.69,0.07
00:12:45,0.02,25.60,0.00,0.00,15.53,25.91,0.03,0.89,0.07
00:12:46,0.01,25.60,0.00,0.00,15.53,25.92,0.03,0.84,0.07
00:12:47,0.01,25.60,0.00,0.00,15.53,25.93,0.04,1.02,0.07
00:12:48,0.01,25.60,0.00,0.00,15.53,25.94,0.04,1.02,0.07
00:12:49,0.00,25.60,0.00,0.00,15.53,25.95,0.05,1.21,0.07
00:12:50,0.00,25.60,0.00,0.00,15.53,25.95,0.05,1.34,0.07
00:12:51,0.00,25.60,0.00,0.00,15.53,25.95,0.02,0.47,0.07
00:12:52,0.00,25.60,0.00,0.00,15.53,25.96,0.02,0.47,0.07
00:12:52,0.00,25.60,0.00,0.00,15.53,25.97,0.02,0.56,0.07
00:12:53,21.74,25.50,1.94,49.47,15.54,25.13,4.44,111.47,2.93
00:12:54,21.95,25.60,4.49,114.94,15.57,25.12,4.35,109.21,5.41
00:12:55,22.40,25.60,4.50,115.20,15.60,25.10,4.30,108.02,5.36
00:12:56,22.69,25.60,4.51,115.46,15.63,25.10,4.45,111.65,5.31
00:12:57,22.80,25.60,4.51,115.46,15.67,25.10,4.34,108.83,5.27
00:12:58,23.08,25.60,4.52,115.71,15.70,25.09,4.34,108.87,5.23
00:12:59,23.45,25.60,4.51,115.46,15.73,25.07,4.23,106.16,5.18
00:13:00,23.82,25.60,4.52,115.71,15.76,25.09,4.31,108.03,5.14
00:13:01,24.23,25.60,4.53,115.97,15.79,25.07,4.31,107.89,5.08
00:13:02,24.26,25.60,4.53,115.97,15.82,25.04,4.39,109.97,5.05
00:13:03,24.27,25.60,4.54,116.22,15.86,25.03,4.42,110.60,5.00
00:13:04,24.58,25.60,4.54,116.22,15.89,25.02,4.49,112.40,4.97
00:13:05,25.05,25.60,4.53,115.97,15.92,25.02,4.43,110.75,4.90
00:13:06,25.09,25.60,4.52,115.71,15.95,24.98,4.56,113.78,4.84
00:13:07,25.56,25.60,4.43,113.41,15.98,24.99,4.49,112.21,4.71
00:13:08,25.63,25.60,4.21,107.78,16.01,25.03,4.25,106.38,4.46
00:13:09,25.66,25.60,3.95,101.12,16.04,25.13,3.76,94.38,4.17
00:13:10,26.02,25.60,3.87,99.07,16.07,25.08,3.95,99.01,4.09
00:13:11,25.94,25.60,3.73,95.49,16.09,25.16,3.54,89.10,3.93
00:13:12,26.10,25.60,3.54,90.62,16.12,25.21,3.25,81.99,3.73
00:13:13,26.29,25.60,3.50,89.60,16.14,25.22,3.26,82.31,3.69
00:13:14,26.28,25.60,3.43,87.81,16.17,25.12,3.78,94.88,3.62
00:13:15,26.20,25.60,3.40,87.04,16.19,25.15,3.58,89.90,3.58
00:13:16,26.22,25.60,3.40,87.04,16.21,25.17,3.45,86.84,3.58
00:13:17,26.33,25.60,3.48,89.09,16.24,25.13,3.69,92.71,3.67
00:13:18,26.26,25.60,3.45,88.32,16.26,25.14,3.60,90.36,3.63
00:13:19,26.30,25.60,3.30,84.48,16.29,25.16,3.51,88.24,3.47
00:13:20,26.39,25.60,3.31,84.74,16.31,25.22,3.17,79.80,3.48
00:13:21,26.34,25.60,3.32,84.99,16.33,25.19,3.31,83.34,3.49
00:13:22,21.46,25.60,0.09,2.30,16.34,25.83,0.02,0.58,0.11
00:13:23,13.45,25.60,0.05,1.28,16.34,25.84,0.04,0.99,0.11
00:13:24,6.57,25.60,0.03,0.77,16.34,25.86,0.04,1.01,0.11
00:13:25,1.38,25.60,0.00,0.00,16.34,25.87,0.04,1.07,0.09
00:13:26,0.05,25.60,0.00,0.00,16.34,25.87,0.02,0.61,0.09
00:13:27,0.02,25.60,0.00,0.00,16.34,25.88,0.02,0.58,0.09
00:13:28,0.01,25.60,0.00,0.00,16.34,25.89,0.03,0.75,0.09
00:13:29,0.01,25.60,0.00,0.00,16.34,25.90,0.03,0.92,0.09
00:13:30,0.01,25.60,0.00,0.00,16.34,25.91,0.02,0.58,0.09
00:13:31,0.00,25.60,0.00,0.00,16.34,25.91,0.04,0.95,0.09
00:13:32,0.00,25.60,0.00,0.00,16.34,25.91,0.03,0.79,0.09
00:13:33,0.00,25.60,0.00,0.00,16.34,25.92,0.03,0.95,0.09
00:13:34,0.00,25.60,0.00,0.00,16.34,25.93,0.03,0.82,0.09
00:13:35,0.00,25.60,0.00,0.00,16.34,25.93,0.03,0.95,0.09
00:13:36,0.00,25.60,0.00,0.00,16.34,25.93,0.01,0.29,0.10
00:13:36,21.18,25.60,4.50,115.20,16.36,25.08,4.42,110.72,5.57
00:13:37,21.67,25.50,4.48,114.24,16.39,25.08,4.43,110.96,5.50
00:13:38,21.77,25.60,4.49,114.94,16.43,25.07,4.40,110.24,5.44
00:13:39,22.11,25.60,4.49,114.94,16.46,25.06,4.40,110.35,5.42
00:13:40,22.40,25.60,4.50,115.20,16.49,25.06,4.37,109.47,5.36
00:13:41,22.57,25.50,4.50,114.75,16.52,25.05,4.31,107.96,5.30
00:13:42,22.84,25.60,4.50,115.20,16.55,25.04,4.36,109.25,5.28
00:13:43,23.14,25.60,4.52,115.71,16.58,25.05,4.41,110.34,5.24
00:13:44,23.29,25.60,4.52,115.71,16.61,25.01,4.27,106.81,5.21
00:13:45,23.50,25.60,4.52,115.71,16.65,25.02,4.36,109.12,5.15
00:13:46,23.64,25.50,4.53,115.52,16.68,25.01,4.37,106.06,5.12
00:13:47,23.98,25.60,4.54,116.22,16.71,25.01,4.41,110.26,5.09
00:13:48,24.40,25.60,4.54,116.22,16.74,24.99,4.35,108.69,5.04
